_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,ask_question_here,ask_question_here:confidence,q1_identify_the_term_that_is_associated_with_the_most_amount_of_positive_sentiment_or_least_amount_of_negative_sentiment,q1_identify_the_term_that_is_associated_with_the_most_amount_of_positive_sentiment_or_least_amount_of_negative_sentiment:confidence,q2_identify_the_term_that_is_associated_with_the_most_amount_of_negative_sentiment_or_least_amount_of_positive_sentiment,q2_identify_the_term_that_is_associated_with_the_most_amount_of_negative_sentiment_or_least_amount_of_positive_sentiment:confidence,_created_at,orig__golden,orig__unit_id,_updated_at,orig_q1_identify_the_term_that_is_associated_with_the_most_amount_of_positive_sentiment_or_least_amount_of_negative_sentiment,q1_identify_the_term_that_is_associated_with_the_most_amount_of_positive_sentiment_or_least_amount_of_negative_sentiment_gold,q1_identify_the_term_that_is_associated_with_the_most_amount_of_positive_sentiment_or_least_amount_of_negative_sentiment_gold_reason,orig_q2_identify_the_term_that_is_associated_with_the_most_amount_of_negative_sentiment_or_least_amount_of_positive_sentiment,q2_identify_the_term_that_is_associated_with_the_most_amount_of_negative_sentiment_or_least_amount_of_positive_sentiment_gold,q2_identify_the_term_that_is_associated_with_the_most_amount_of_negative_sentiment_or_least_amount_of_positive_sentiment_gold_reason,w1,w2,w3,w4
802937502,false,finalized,8,10/7/15 15:40,,,mild,0.756,slowly giving up,0.7537,9/25/15 13:39,,796448925,9/29/15 2:34,,,,,,,settle down,slowly giving up,forget,mild
802937503,false,finalized,8,10/7/15 20:36,,,fudge,0.7494,completely unusable,1,9/25/15 13:39,,796448926,9/29/15 19:03,,,,,,,fudge,good at begging,card,completely unusable
802937504,false,finalized,8,10/7/15 18:02,,,weight loss journey,0.5023,refuses,0.7467,9/25/15 13:39,,796448927,9/29/15 2:34,,,,,,,weight loss journey,got,refuses,demand
802937505,false,finalized,8,10/7/15 13:56,,,silly,0.6328,work late,0.7587,9/25/15 13:39,,796448928,9/29/15 2:34,,,,,,,silly,work late,postcode,sound asleep
802937506,false,finalized,8,10/7/15 23:02,,,long journey,0.3836,no longer care,1,9/25/15 13:39,,796448929,9/29/15 2:34,,,,,,,dust,waited,no longer care,long journey
802937507,false,finalized,8,10/7/15 13:39,,,you've worked hard,1,awfully,0.626,9/25/15 13:39,,796448930,9/29/15 2:34,,,,,,,beast,awfully,poor,you've worked hard
802937508,false,finalized,8,10/8/15 3:16,,,pretty damn amazing,1,donkey,0.8831,9/25/15 13:39,,796448931,9/29/15 2:34,,,,,,,donkey,miss twitterworld,pretty damn amazing,necessarily
802937509,false,finalized,8,10/7/15 17:32,,,beautiful,1,losing hope,1,9/25/15 13:39,,796448932,9/29/15 2:34,,,,,,,should've won,beautiful,admit,losing hope
802937510,false,finalized,8,10/7/15 17:58,,,interest,0.5006,weird,1,9/25/15 13:39,,796448933,9/29/15 2:34,,,,,,,weird,moment,works,interest
802937511,false,finalized,8,10/7/15 17:49,,,friends,1,fragile,0.8716,9/25/15 13:39,,796448934,9/29/15 2:34,,,,,,,moving,friends,fragile,sing with braces
802937512,false,finalized,8,10/8/15 14:05,,,great subject,1,hate shopping,0.7554,9/25/15 13:39,,796448935,9/29/15 2:34,,,,,,,hate shopping,great subject,rear,ignoring
802937513,false,finalized,8,10/8/15 12:53,,,relieve your stress,0.8743,dog found abandoned,1,9/25/15 13:39,,796448936,9/29/15 2:34,,,,,,,bout yourself,dog found abandoned,relieve your stress,case
802937514,false,finalized,8,10/8/15 3:19,,,recover,0.5995,impossible dream,0.7444,9/25/15 13:39,,796448937,9/29/15 2:34,,,,,,,rail,recover,impossible dream,open
802937515,false,finalized,8,10/7/15 3:35,,,fantastic,0.8614,failure,1,9/25/15 13:39,,796448938,9/29/15 2:34,,,,,,,not necessarily sad,fantastic,failure,long rest
802937516,false,finalized,8,10/7/15 20:08,,,achievement,0.8698,back is sore,0.8737,9/25/15 13:39,,796448939,9/29/15 2:34,,,,,,,the festive break,achievement,back is sore,warning
802937517,false,finalized,8,10/8/15 3:19,,,pretty rubbish,1,absolute nightmare,0.4896,9/25/15 13:39,,796448940,9/29/15 2:34,,,,,,,pretty rubbish,absolute nightmare,sucks,hate
802937518,false,finalized,8,10/8/15 3:20,,,drinking margaritas,0.621,assistance,0.6422,9/25/15 13:39,,796448941,9/29/15 2:34,,,,,,,lets chill,drinking margaritas,day,assistance
802937519,false,finalized,8,10/7/15 18:31,,,a tiny donation,0.6297,pushed,1,9/25/15 13:39,,796448942,9/29/15 2:34,,,,,,,study break,a tiny donation,pushed,come
802937520,false,finalized,8,10/7/15 20:13,,,wonderful,1,well gutted,0.3777,9/25/15 13:39,,796448943,9/29/15 2:34,,,,,,,drama,break,well gutted,wonderful
802937521,false,finalized,8,10/7/15 15:23,,,smells lovely,0.6318,crap,1,9/25/15 13:39,,796448944,9/29/15 2:34,,,,,,,a little present,smells lovely,crap,full issue
802937522,false,finalized,8,10/8/15 1:07,,,luv,0.8822,major pain,0.8738,9/25/15 13:39,,796448945,9/29/15 2:34,,,,,,,luv,major pain,customer,great words
802937523,false,finalized,8,10/7/15 18:56,,,sounding,0.5065,mild headache,1,9/25/15 13:39,,796448946,9/29/15 2:34,,,,,,,bug,sounding,beer,mild headache
802937524,false,finalized,8,10/8/15 4:16,,,damn i'm good,0.7715,little details,0.6115,9/25/15 13:39,,796448947,9/29/15 2:34,,,,,,,personality,little details,damn i'm good,your hard work
802937525,false,finalized,8,10/7/15 17:31,,,bloody hilarious,0.7478,sinks,0.8758,9/25/15 13:39,,796448948,9/29/15 2:34,,,,,,,sinks,bloody hilarious,definitely,clean
802937526,false,finalized,8,10/7/15 17:33,,,really,0.5031,absolute agony,1,9/25/15 13:39,,796448949,9/29/15 2:34,,,,,,,absolute agony,hows your break,main,really
802937527,false,finalized,8,10/8/15 3:41,,,sexy,0.8964,suck,0.7458,9/25/15 13:39,,796448950,9/29/15 2:34,,,,,,,achy breaky heart,sexy,replacement,suck
802937528,false,finalized,8,10/7/15 20:14,,,new record player,0.7494,bodies were found,0.8754,9/25/15 13:39,,796448951,9/29/15 2:34,,,,,,,stupid sun,new record player,pick,bodies were found
802937529,false,finalized,8,10/7/15 19:44,,,morning,1,bleeds,0.7536,9/25/15 13:39,,796448952,9/29/15 2:34,,,,,,,bleeds,morning,hard to like,tooth
802937530,false,finalized,8,10/7/15 17:38,,,dance competition,0.8752,way too hot,0.4976,9/25/15 13:39,,796448953,9/29/15 2:34,,,,,,,dance competition,just said goodbye,way too hot,need more money
802937531,false,finalized,8,10/7/15 17:27,,,nice try,0.8884,coughing fit,0.8704,9/25/15 13:39,,796448954,9/29/15 2:34,,,,,,,coughing fit,nice try,slow and steady,hearing
802937532,false,finalized,8,10/7/15 23:33,,,motivation,1,really sore back,0.3761,9/25/15 13:39,,796448955,9/29/15 2:34,,,,,,,motivation,losing interest,computer just froze,really sore back
802937533,false,finalized,8,10/7/15 17:38,,,top,0.743,new issue,0.4969,9/25/15 13:39,,796448956,9/29/15 2:34,,,,,,,peaceful protest,nice try though,new issue,top
802937534,false,finalized,8,10/7/15 20:31,,,#fridayfuel,1,just broke up,0.8775,9/25/15 13:39,,796448957,9/29/15 2:34,,,,,,,odd,just broke up,#fridayfuel,rude fans
802937535,false,finalized,8,10/8/15 3:22,,,isnt it great,1,garbage,1,9/25/15 13:39,,796448958,9/29/15 2:34,,,,,,,split,badly want one,garbage,isnt it great
802937536,false,finalized,8,10/8/15 15:26,,,hidden gems,0.6604,lost,1,9/25/15 13:39,,796448959,9/29/15 2:34,,,,,,,much,mystery solved,hidden gems,lost
802937739,false,finalized,8,10/7/15 13:39,,,long time friends,0.517,little drive,0.6239,9/25/15 13:39,,796448960,9/29/15 2:34,,,,,,,brighter,never too hot,long time friends,little drive
802937740,false,finalized,8,10/8/15 0:18,,,serve,0.6355,gross,0.8714,9/25/15 13:39,,796448961,9/29/15 2:34,,,,,,,labor,gross,serve,pee
802937741,false,finalized,8,10/8/15 14:09,,,luv ya too,1,reserve,0.5137,9/25/15 13:39,,796448962,9/29/15 2:34,,,,,,,new,store,reserve,luv ya too
802937742,false,finalized,8,10/7/15 14:01,,,cool game,0.7572,talk too much,0.6392,9/25/15 13:39,,796448963,9/29/15 2:34,,,,,,,spoiler,feeling,cool game,talk too much
802937743,false,finalized,8,10/8/15 1:06,,,lets wait,0.6213,grand theft,1,9/25/15 13:39,,796448964,9/29/15 2:34,,,,,,,lets wait,nail,grand theft,year passed by
802937744,false,finalized,8,10/7/15 15:19,,,bad for laughing,0.8738,absolute garbage,0.506,9/25/15 13:39,,796448965,9/29/15 2:34,,,,,,,bad for laughing,absolute garbage,back pain,breaking my heart
802937745,false,finalized,8,10/8/15 14:18,,,freaking love that,1,im heart broken,0.8645,9/25/15 13:39,,796448966,9/29/15 2:34,,,,,,,left to help,im heart broken,freaking love that,no money left
802937746,false,finalized,8,10/7/15 17:40,,,clear,1,full of snot,0.8765,9/25/15 13:39,,796448967,9/29/15 2:34,,,,,,,bad score,hidden,clear,full of snot
802937747,false,finalized,8,10/7/15 17:33,,,drinking,0.7441,my heart hurts,0.761,9/25/15 13:39,,796448968,9/29/15 2:34,,,,,,,my heart hurts,my sick friend,freudian slip,drinking
802937748,false,finalized,8,10/7/15 5:05,,,buddy,0.6137,kick,1,9/25/15 13:39,,796448969,9/29/15 2:34,,,,,,,deserved,kick,hot black coffee,buddy
802937749,false,finalized,8,10/8/15 0:14,,,liked,1,truly hate,1,9/25/15 13:39,,796448970,9/29/15 2:34,,,,,,,truly hate,liked,start,please leave comments
802937750,false,finalized,8,10/7/15 22:08,,,enjoying break,0.8747,this isnt fair,0.5154,9/25/15 13:39,,796448971,9/29/15 2:34,,,,,,,enjoying break,this isnt fair,a little motivation,stroke
802937751,false,finalized,8,10/7/15 17:37,,,sheer joy,0.8698,suckage,1,9/25/15 13:39,,796448972,9/29/15 2:34,,,,,,,gems,junk food,sheer joy,suckage
802937752,false,finalized,8,10/8/15 5:03,,,a little extra,0.744,won't even bother,1,9/25/15 13:39,,796448973,9/29/15 2:34,,,,,,,cats,a little extra,full postcode,won't even bother
802937753,false,finalized,8,10/8/15 15:26,,,a baby boy,0.6284,super duper sad,1,9/25/15 13:39,,796448974,9/29/15 2:34,,,,,,,coulda been rich,a baby boy,super duper sad,trying to recover
802937754,false,finalized,8,10/7/15 17:26,,,cute,1,disappointing,0.6265,9/25/15 13:39,,796448975,9/29/15 2:34,,,,,,,cute,fake,less cool,disappointing
802937755,false,finalized,8,10/7/15 22:34,,,my little brother,0.5093,back tooth,0.6055,9/25/15 13:39,,796448976,9/29/15 2:34,,,,,,,years,my little brother,back tooth,tiny dancer
802937756,false,finalized,8,10/7/15 18:31,,,soft,0.8797,darn,1,9/25/15 13:39,,796448977,9/29/15 2:34,,,,,,,soft,long jump,darn,study
802937757,false,finalized,8,10/7/15 19:36,,,smart creature,0.6232,notice,0.7518,9/25/15 13:39,,796448978,9/29/15 2:34,,,,,,,a little dance,notice,bar exam passers,smart creature
802937758,false,finalized,8,10/8/15 1:48,,,busy as usual,0.3676,squeaky,0.5218,9/25/15 13:39,,796448979,9/29/15 2:34,,,,,,,competition,squeaky,personality quiz,busy as usual
802937759,false,finalized,8,10/7/15 19:03,,,overflow with #love,1,great loss,0.8727,9/25/15 13:39,,796448980,9/29/15 2:34,,,,,,,sad day indeed,great loss,overflow with #love,poker
802937760,false,finalized,8,10/7/15 13:56,,,wonder,0.7621,bad luck,1,9/25/15 13:39,,796448981,9/29/15 2:34,,,,,,,service,dark knight gown,bad luck,wonder
802937761,false,finalized,8,10/8/15 8:26,,,smile,0.9016,beer is gross,0.6058,9/25/15 13:39,,796448982,9/29/15 2:34,,,,,,,beer is gross,need volunteers,gone,smile
802937762,false,finalized,8,10/7/15 23:24,,,credit,0.6328,isn't helping either,1,9/25/15 13:39,,796448983,9/29/15 2:34,,,,,,,mystery,isn't helping either,credit,copy
802937763,false,finalized,8,10/8/15 7:21,,,presents,1,mistakes,1,9/25/15 13:39,,796448984,9/29/15 2:34,,,,,,,post,presents,mistakes,specific
802937764,false,finalized,8,10/8/15 13:57,,,drinking with friends,0.5009,full of bullshit,1,9/25/15 13:39,,796448985,9/29/15 2:34,,,,,,,young,drinking with friends,full of bullshit,words
802937765,false,finalized,8,10/7/15 17:28,,,promising,0.6328,averted,0.6123,9/25/15 13:39,,796448986,9/29/15 2:34,,,,,,,promising,wait,averted,hopes
802937766,false,finalized,8,10/8/15 11:19,,,patience,0.8744,overload,1,9/25/15 13:39,,796448987,9/29/15 2:34,,,,,,,overload,fair game,spent the afternoon,patience
802937767,false,finalized,8,10/8/15 3:16,,,pleasures,0.8953,honestly sucks,0.871,9/25/15 13:39,,796448988,9/29/15 2:34,,,,,,,looked,honestly sucks,pleasures,blood
802937768,false,finalized,8,10/7/15 11:42,,,author,1,found dead,1,9/25/15 13:39,,796448989,9/29/15 2:34,,,,,,,author,hurts like hell,hurt,found dead
802937769,false,finalized,8,10/7/15 18:19,,,fav,0.6285,no other reason,0.6156,9/25/15 13:39,,796448990,9/29/15 2:34,,,,,,,seriously hope,fav,no other reason,settle
802937770,false,finalized,8,10/8/15 14:22,,,a little vacation,1,cut,0.5993,9/25/15 13:39,,796448991,9/29/15 2:34,,,,,,,cut,way,a little vacation,dental work
802937771,false,finalized,8,10/8/15 13:06,,,smart,0.6461,u need help,0.8671,9/25/15 13:39,,796448992,9/29/15 2:34,,,,,,,smart,u need help,wonder what's wrong,fashionably
802937772,false,finalized,8,10/7/15 23:24,,,hot self shot,0.7488,eat my words,0.8747,9/25/15 13:39,,796448993,9/29/15 2:34,,,,,,,good long look,hot self shot,omen,eat my words
802937773,false,finalized,8,10/8/15 14:24,,,my fave player,0.8828,limited,1,9/25/15 13:39,,796448994,9/29/15 2:34,,,,,,,cream,limited,a little rest,my fave player
802937774,false,finalized,8,10/7/15 18:29,,,freaking cool,1,work,0.7411,9/25/15 13:39,,796448995,9/29/15 2:34,,,,,,,no better way,realise,freaking cool,work
802937775,false,finalized,8,10/8/15 14:14,,,cake,0.6368,sorry you're bored,0.8764,9/25/15 13:39,,796448996,9/29/15 2:34,,,,,,,sorry you're bored,best fight,tea,cake
802937776,false,finalized,8,10/8/15 10:11,,,afternoon,0.6525,regret,0.8733,9/25/15 13:39,,796448997,9/29/15 2:34,,,,,,,regret,bar,try,afternoon
802937777,false,finalized,8,10/7/15 17:32,,,realise your dreams,0.8742,continue to fight,0.6243,9/25/15 13:39,,796448998,9/29/15 2:34,,,,,,,continue to fight,pay,realise your dreams,relieve
802937778,false,finalized,8,10/8/15 13:29,,,darn right,0.6334,stolen,1,9/25/15 13:39,,796448999,9/29/15 2:34,,,,,,,even,code,darn right,stolen
802937779,false,finalized,8,10/7/15 6:31,,,you're too sweet,0.8738,leave,0.5031,9/25/15 13:39,,796449000,9/29/15 2:34,,,,,,,you're too sweet,chocolate fudge cake,low level,leave
802937780,false,finalized,8,10/7/15 7:34,,,lovely shot,1,lack,0.7562,9/25/15 13:39,,796449001,9/29/15 2:34,,,,,,,lack,need some #fridayfuel,tax,lovely shot
802937781,false,finalized,8,10/7/15 13:36,,,giving,1,hope is lost,0.8837,9/25/15 13:39,,796449002,9/29/15 2:34,,,,,,,giving,hope is lost,wont work,back from hospital
802937782,false,finalized,8,10/7/15 17:33,,,honey and lemon,0.6263,luck is gone,1,9/25/15 13:39,,796449003,9/29/15 2:34,,,,,,,look,smells like paint,honey and lemon,luck is gone
802937783,false,finalized,8,10/8/15 3:17,,,happy fathers day,1,bedbugs bite,1,9/25/15 13:39,,796449004,9/29/15 2:34,,,,,,,happy fathers day,level,bedbugs bite,wasn't even drunk
802937784,false,finalized,8,10/8/15 14:12,,,king of pop,0.5143,just couldn't resist,0.7569,9/25/15 13:39,,796449005,9/29/15 2:34,,,,,,,king of pop,just couldn't resist,super long hair,daughter
802937785,false,finalized,8,10/7/15 6:56,,,cutest,1,horror,0.8824,9/25/15 13:39,,796449006,9/29/15 2:34,,,,,,,#finallyinthehotel,horror,cutest,way too young
802937786,false,finalized,8,10/7/15 17:43,,,a love game,1,mean,0.6312,9/25/15 13:39,,796449007,9/29/15 2:34,,,,,,,need a doctor,a love game,mean,doesn't work anymore
802937787,false,finalized,8,10/7/15 5:57,,,stress free,0.4841,unbelievably,1,9/25/15 13:39,,796449008,9/29/15 2:34,,,,,,,no thanks needed,unbelievably,stress free,ego boost
802937788,false,finalized,8,10/8/15 14:23,,,sweetheart,1,smells like weed,0.7547,9/25/15 13:39,,796449009,9/29/15 2:34,,,,,,,leaving,self,smells like weed,sweetheart
802937789,false,finalized,8,10/8/15 0:06,,,emotional fair,0.738,hell,1,9/25/15 13:39,,796449010,9/29/15 2:34,,,,,,,hope i'm wrong,emotional fair,hell,bite
802937790,false,finalized,8,10/8/15 4:30,,,crazy in love,1,worst,1,9/25/15 13:39,,796449011,9/29/15 2:34,,,,,,,worst,eat,crazy in love,coloures
802937791,false,finalized,8,10/7/15 21:20,,,late night dinner,0.6156,might be paranoid,0.8732,9/25/15 13:39,,796449012,9/29/15 2:34,,,,,,,closed,too,might be paranoid,late night dinner
802937792,false,finalized,8,10/7/15 4:39,,,crazy talented,1,silly question,0.6197,9/25/15 13:39,,796449013,9/29/15 2:34,,,,,,,funky music,super sick start,silly question,crazy talented
802937793,false,finalized,8,10/7/15 20:45,,,talented,1,failed,0.502,9/25/15 13:39,,796449014,9/29/15 2:34,,,,,,,wicked,talented,launch,failed
802937794,false,finalized,8,10/8/15 10:52,,,holiday,1,heart attack,1,9/25/15 13:39,,796449015,9/29/15 2:34,,,,,,,heart attack,sore,fuzzy,holiday
802937795,false,finalized,8,10/8/15 12:14,,,actually,0.5071,bitter,0.6265,9/25/15 13:39,,796449016,9/29/15 2:34,,,,,,,bitter,#sad,feel,actually
802937796,false,finalized,8,10/7/15 23:31,,,patient,0.7556,real sad,1,9/25/15 13:39,,796449017,9/29/15 2:34,,,,,,,sad,real sad,worth a try,patient
802937797,false,finalized,8,10/7/15 6:31,,,wonderful rain,0.6259,#dog #cruelty,1,9/25/15 13:39,,796449018,9/29/15 2:34,,,,,,,wonderful rain,stranger,#dog #cruelty,authentic
802937798,false,finalized,8,10/7/15 17:51,,,record,1,pleease help,0.6192,9/25/15 13:39,,796449019,9/29/15 2:34,,,,,,,leg,need her back,record,pleease help
802937799,false,finalized,8,10/7/15 22:07,,,surprises,0.7413,expect,0.6228,9/25/15 13:39,,796449020,9/29/15 2:34,,,,,,,phone,surprises,a free copy,expect
802937800,false,finalized,8,10/7/15 18:19,,,still no word,0.5075,madness,0.8756,9/25/15 13:39,,796449021,9/29/15 2:34,,,,,,,teething,wasnt real,madness,still no word
802937801,false,finalized,8,10/8/15 0:51,,,favorite,1,urgent care,0.8769,9/25/15 13:39,,796449022,9/29/15 2:34,,,,,,,messages,urgent care,ice,favorite
802937802,false,finalized,8,10/7/15 12:33,,,leave a #smile,0.7519,loud and clear,0.5027,9/25/15 13:39,,796449023,9/29/15 2:34,,,,,,,leave a #smile,director's,drinking hot chocolate,loud and clear
802937803,false,finalized,8,10/7/15 19:35,,,will miss u,0.5012,hate moving,0.8793,9/25/15 13:39,,796449024,9/29/15 2:34,,,,,,,worked,hate moving,will miss u,accidentally open
802937804,false,finalized,8,10/8/15 13:37,,,couldnt be happier,0.8643,sneak peek,0.63,9/25/15 13:39,,796449025,9/29/15 2:34,,,,,,,sneak peek,wild at heart,winning,couldnt be happier
802937805,false,finalized,8,10/7/15 22:51,,,blessed,0.7323,popular,0.6164,9/25/15 13:39,,796449026,9/29/15 2:34,,,,,,,blessed,long friendship,popular,enjoying
802937806,false,finalized,8,10/7/15 12:33,,,hug,0.8736,horrible,1,9/25/15 13:39,,796449027,9/29/15 2:34,,,,,,,hug,horrible,liked it too,late christmas presents
802937807,false,finalized,8,10/7/15 13:46,,,gorgeous,1,anger management,0.5007,9/25/15 13:39,,796449028,9/29/15 2:34,,,,,,,planning on leaving,barely,anger management,gorgeous
802937808,false,finalized,8,10/8/15 15:19,,,best,0.7497,just been sick,0.7353,9/25/15 13:39,,796449029,9/29/15 2:34,,,,,,,spoil,slow song,best,just been sick
802937809,false,finalized,8,10/7/15 3:59,,,need a hug,0.7584,proven guilty,0.7584,9/25/15 13:39,,796449030,9/29/15 2:34,,,,,,,accident,like a hurricane,proven guilty,need a hug
802937810,false,finalized,8,10/7/15 13:55,,,heart,1,horrible daughter,1,9/25/15 13:39,,796449031,9/29/15 2:34,,,,,,,bored,horrible daughter,force,heart
802937811,false,finalized,8,10/8/15 11:21,,,dream,0.7488,feel like death,1,9/25/15 13:39,,796449032,9/29/15 2:34,,,,,,,feel like death,dream,spread,shopping with mum
802937812,false,finalized,8,10/7/15 19:34,,,ur hard work,0.5022,refuse,0.6247,9/25/15 13:39,,796449033,9/29/15 2:34,,,,,,,refuse,phone just died,ur hard work,puppy
802937813,false,finalized,8,10/7/15 21:10,,,mum,0.8739,doesn't look promising,0.5089,9/25/15 13:39,,796449034,9/29/15 2:34,,,,,,,mum,doesn't look promising,headache,hot mess
802937814,false,finalized,8,10/8/15 3:26,,,laughing my ass,0.5067,shot,0.8981,9/25/15 13:39,,796449035,9/29/15 2:34,,,,,,,shot,shooting star,deep respect,laughing my ass
802937815,false,finalized,8,10/7/15 12:51,,,precious,0.6262,horrible truth,1,9/25/15 13:39,,796449036,9/29/15 2:34,,,,,,,horrible truth,evening,favorite football player,precious
802937816,false,finalized,8,10/7/15 7:03,,,promise,0.6225,missed,0.6405,9/25/15 13:39,,796449037,9/29/15 2:34,,,,,,,missed,promise,walk,it isn't pretty
802937817,false,finalized,8,10/7/15 17:37,,,holiday madness,1,ignoring my existence,0.6177,9/25/15 13:39,,796449038,9/29/15 2:34,,,,,,,couldn't care less,bummed,ignoring my existence,holiday madness
802937818,false,finalized,8,10/7/15 19:42,,,wicked excited,1,please stop ignoring,0.8796,9/25/15 13:39,,796449039,9/29/15 2:34,,,,,,,usual,spoil yourself,wicked excited,please stop ignoring
802937819,false,finalized,8,10/8/15 1:21,,,loves,0.8712,doesnt want me,1,9/25/15 13:39,,796449040,9/29/15 2:34,,,,,,,loves,reality,doesnt want me,due to work
802937820,false,finalized,8,10/7/15 11:42,,,with flying coloures,0.8657,isn't doing well,1,9/25/15 13:39,,796449041,9/29/15 2:34,,,,,,,console,soft copy,isn't doing well,with flying coloures
802937821,false,finalized,8,10/8/15 3:21,,,wisdom,1,wreckage,0.8649,9/25/15 13:39,,796449042,9/29/15 2:34,,,,,,,wreckage,wisdom,damn,isn't long enough
802937822,false,finalized,8,10/7/15 11:55,,,knight,0.3818,sad news indeed,1,9/25/15 13:39,,796449043,9/29/15 2:34,,,,,,,sad news indeed,drive,stroll down,knight
802937823,false,finalized,8,10/7/15 6:33,,,friend,1,traffic,0.5138,9/25/15 13:39,,796449044,9/29/15 2:34,,,,,,,traffic,friend,like a stranger,recovers
802937824,false,finalized,8,10/7/15 20:49,,,happiness overload,1,i need holiday,0.8769,9/25/15 13:39,,796449045,9/29/15 2:34,,,,,,,things,i need holiday,happiness overload,wise words
802937825,false,finalized,8,10/7/15 21:44,,,hair,0.6121,completely sucks,1,9/25/15 13:39,,796449046,9/29/15 2:34,,,,,,,completely sucks,issues,everyone fell asleep,hair
802937826,false,finalized,8,10/7/15 15:40,,,sweet and sour,0.5005,badly,1,9/25/15 13:39,,796449047,9/29/15 2:34,,,,,,,fashionably late,sweet and sour,year,badly
802937827,false,finalized,8,10/8/15 5:49,,,ridiculously excited,0.8998,busy year,0.5148,9/25/15 13:39,,796449048,9/29/15 2:34,,,,,,,busy year,ridiculously excited,public restrooms,open mind
802937828,false,finalized,8,10/7/15 13:36,,,lucky,0.6288,kind of crazy,1,9/25/15 13:39,,796449049,9/29/15 2:34,,,,,,,mad props,kind of crazy,bright,lucky
802937829,false,finalized,8,10/7/15 21:06,,,life,1,just got dumped,1,9/25/15 13:39,,796449050,9/29/15 2:34,,,,,,,exist,life,just got dumped,jealous
