_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,human_relation,human_relation:confidence,human_relation_type,human_relation_type:confidence,documentid,gold,human_relation_gold,human_relation_gold_reason,human_relation_type_gold,human_relation_type_gold_reason,text
711483877,false,finalized,3,4/29/15 22:39,impersonal experience,1,was effective against,0.6575,396,false,,,,,"<font color=""blue"">vitamin c</font> may help prevent allergy symptoms and may help reduce <font color=""red"">inflammation</font> associated with allergic symptoms."
711483878,false,finalized,3,4/29/15 21:32,personal experience,1,was effective against,1,397,false,,,,,"they put me on <font color=""blue"">amoxicilin</font> for 10 days and the diarrhea and <font color=""red"">burping</font> went away."
711483879,false,finalized,3,4/29/15 20:53,personal experience,1,caused side effect,1,398,false,,,,,"i started <font color=""blue"">humira</font> 3 weeks ago and i've experienced feeling a little bit off balance for a few days and each time felt like i was getting a <font color=""red"">flu</font>, but it stopped pretty quickly."
711483880,false,finalized,3,4/29/15 18:29,personal experience,1,caused side effect,1,399,false,,,,,"my son is 8 and he is on 40 mg of vyvance and takes oxycarbazipine for the <font color=""red"">mood swings</font> that <font color=""blue"">vyvance</font> can cause."
711483881,false,finalized,3,4/29/15 18:06,personal experience,1,caused side effect,1,400,false,,,,,"i also had some <font color=""red"">nausea</font> from the <font color=""blue"">anesthesia</font>, vomited 2 times, after the second time it went away and did not return...."
711483882,false,finalized,3,4/29/15 18:59,impersonal experience,0.6939,is prescibed for,1,401,false,,,,,"many women with pcos have <font color=""red"">hypoglycemia</font>, and are properly treated for it with <font color=""blue"">metformin</font>."
711483883,false,finalized,3,4/29/15 17:15,personal experience,1,caused side effect,1,402,false,,,,,"his medication has been changed from <font color=""blue"">plavix</font> to ticlid in the first week after his angioplasty because he had a <font color=""red"">skin rash</font>."
711483884,false,finalized,3,4/29/15 22:58,personal experience,0.6471,caused side effect,1,403,false,,,,,"when i was <font color=""red"">bruising</font> a lot my pcp told me it was because of the low <font color=""blue"">dose aspirin</font> she told me to take, but my bruising would come & go even when the aspirin use was constant."
711483885,false,finalized,3,4/29/15 17:38,personal experience,1,is contraindicated in,0.3333,404,false,,,,,"i work, so phenergan makes me too <font color=""red"">sleepy</font>, and <font color=""blue"">zofran</font> is a joke!"
711483886,false,finalized,3,4/29/15 22:55,personal experience,0.6667,was effective against,0.6667,405,false,,,,,"i woke up with this intense burning <font color=""red"">pain in my stomach</font> that radiated to my back/shoulder blades, but i took an <font color=""blue"">advil</font> and was able to go to sleep within an hour."
711483887,false,finalized,3,4/30/15 8:18,personal experience,1,caused side effect,1,406,false,,,,,"i too was on <font color=""blue"">kadian</font> but had to stop because of nasty headaches and <font color=""red"">vomitting</font> and i did have labored breathing also."
711483888,false,finalized,3,4/29/15 20:36,impersonal experience,1,caused side effect,1,407,false,,,,,"many meds can cause <font color=""red"">metallic taste</font>: antithyroid drugs, capoten, griseofulvin, <font color=""blue"">lithium</font>, penicillamine and some chemo meds."
711483889,false,finalized,3,4/29/15 19:37,impersonal experience,0.625,caused side effect,1,408,false,,,,,"i highly doubt that there is any chemical effect of <font color=""blue"">adderall</font> that caused <font color=""red"">diabetes</font>, but it may have been triggered by the binge eating that can occur when the adderall is not taken."
711483890,false,finalized,3,4/29/15 18:00,personal experience,1,caused side effect,1,409,false,,,,,"i'm on <font color=""blue"">warfarin</font> and i've been getting a lot of <font color=""red"">hot flashes</font>."
711483891,false,finalized,3,4/29/15 17:01,impersonal experience,0.6531,caused side effect,1,410,false,,,,,"<font color=""blue"">phenergan</font> works all right, but it causes <font color=""red"">drowsiness</font>, so it's essentially useless if you need to avoid nausea in order to function."
711483892,false,finalized,3,4/29/15 16:45,personal experience,1,other,0.38,411,false,,,,,"also take <font color=""blue"">vitamins</font> and try and keep your immune system as strong as possible (i got 2 <font color=""red"">colds</font> while having mono which was not fun)."
711483893,false,finalized,3,4/29/15 17:40,personal experience,1,caused side effect,1,412,false,,,,,"i've had the <font color=""blue"">mirena</font> in now for 2 years and love it, but have been suffering from <font color=""red"">acne</font>."
711483894,false,finalized,3,4/29/15 17:04,impersonal experience,0.3478,was effective against,0.3478,413,false,,,,,"you're as bad as the freaks and geeks who claim that <font color=""blue"">antibiotics</font> can cure arthritis, <font color=""red"">cancer</font>, and a host of other non-bacterial ills."
711483895,false,finalized,3,4/29/15 16:49,impersonal experience,1,caused side effect,1,414,false,,,,,"<font color=""red"">loss of color</font> is a normal side effect of <font color=""blue"">gleevec</font>."
711483896,false,finalized,3,4/29/15 22:25,impersonal experience,0.7059,was effective against,0.3529,415,false,,,,,"if it's been a week and a half since your last bm then you should consider taking a bisacodyl suppository or use a <font color=""blue"">baking soda enema</font> to relieve you current situation of <font color=""red"">constipation</font>."
711483897,false,finalized,3,4/29/15 19:15,impersonal experience,1,is prescibed for,1,416,false,,,,,"<font color=""blue"">aciphex</font>						doctor prescribed aciphex for <font color=""red"">difficulty swallowing</font> due to reflux acid up to larynx and pharynx."
711483898,false,finalized,3,4/29/15 16:57,personal experience,1,caused side effect,1,417,false,,,,,"since i started taking <font color=""blue"">ocella</font> i have been experiencing nausea, eye pain, vaginal itching, bloating, headache, and <font color=""red"">depression</font>."
711483899,false,finalized,3,4/30/15 6:54,impersonal experience,0.68,caused side effect,1,418,false,,,,,"that is likely why you have the <font color=""red"">stomach issues</font> and intolerance to higher amounts of <font color=""blue"">doxy</font>."
711483900,false,finalized,3,4/29/15 18:17,impersonal experience,0.6667,is prescibed for,0.6667,419,false,,,,,"savella really helped with the fog, and the all over achiness, <font color=""red"">skin sensitivity</font>, and along with <font color=""blue"">gabapentin</font>, most of the nerve time pains and painless, but crazy sensations."
711483901,false,finalized,3,4/29/15 17:48,personal experience,1,is prescibed for,0.6575,420,false,,,,,"i have to agree that <font color=""blue"">ultram</font> sounds like overkill for <font color=""red"">stomach pain</font>."
711483902,false,finalized,3,4/29/15 19:26,personal experience,0.6667,caused side effect,1,421,false,,,,,"how can i stay at 10 all night (with no <font color=""red"">hypos</font> after i've reduced the <font color=""blue"">lantus</font>) and then not have highs during the day?"
711483903,false,finalized,3,4/30/15 2:06,personal experience,1,other,1,422,false,,,,,"i'm on <font color=""blue"">welbutrin</font>, seroquel and abilifyi know my hubby (who has bp) would much rather be in <font color=""red"">manic</font>, cause he gets alot done(including housecleaning-yah!"
711483904,false,finalized,3,4/29/15 18:20,personal experience,1,caused side effect,1,423,false,,,,,"i was on warfarin for the first couple of months and had constant nausea then switched to <font color=""blue"">coumadin</font> and it improved considerable but i will still have days here and there where i'm totally <font color=""red"">nauseous</font>."
711483905,false,finalized,3,4/29/15 17:19,personal experience,0.682,caused side effect,1,424,false,,,,,"a few days after i stopped taking <font color=""blue"">lunesta</font>, all the <font color=""red"">ear problems</font> resolved (except for the t, which i'd had before i started taking lunesta)."
711483906,false,finalized,3,4/30/15 8:18,personal experience,1,is prescibed for,0.66,425,false,,,,,"i'm taking <font color=""blue"">50 mg of nortriptyline</font> a day and it's reducing the <font color=""red"">dizziness</font> somewhat but it's not going away completely."
711483907,false,finalized,3,4/30/15 8:18,personal experience,1,caused side effect,0.6667,426,false,,,,,"i found after starting the <font color=""blue"">paxil</font> now for about 4 days i am still shakey (<font color=""red"">shaky</font>)."
711483908,false,finalized,3,4/29/15 18:23,impersonal experience,0.6295,caused side effect,0.6881,427,false,,,,,"then, because we didn't eat as much food - there's now too much <font color=""blue"">insulin</font> running through our system, creating the shakes, etc of a <font color=""red"">low blood sugar attack</font>."
711483909,false,finalized,3,4/29/15 18:24,personal experience,1,is prescibed for,0.3617,428,false,,,,,"so i would get my <font color=""blue"">insulin</font>, needles, blood strips etc covered completely but say when i was <font color=""red"">ill</font> and had antibiotics, i only got 65% ish back from the govt."
711483910,false,finalized,3,4/29/15 20:45,impersonal experience,1,is prescibed for,0.6522,429,false,,,,,"huggies donnafibro, menieres disease, <font color=""red"">rls</font>, anxiety disorder, disc compression, scoliosis, spinal stenosis tmj meds: <font color=""blue"">lexapro</font> and valium                back to top"
711483911,false,finalized,3,4/29/15 17:24,impersonal experience,1,caused side effect,1,430,false,,,,,"there is also some risk of hearing loss or <font color=""red"">eye sight loss</font> on long-term <font color=""blue"">cialis</font>."
711483912,false,finalized,3,4/30/15 1:50,personal experience,1,caused side effect,0.6575,431,false,,,,,"i used to have awful <font color=""red"">anxiety</font> but funny enough that went when i stopped gluten, sugar and <font color=""blue"">caffeine</font> from my diet."
711483913,false,finalized,3,4/29/15 17:40,question,0.6383,caused side effect,1,432,false,,,,,"i was wondering if the <font color=""blue"">prednisone</font> was the reason for my <font color=""red"">increased energy</font> the past two days."
711483914,false,finalized,3,4/29/15 18:22,personal experience,1,caused side effect,1,433,false,,,,,"now i'm on <font color=""blue"">rebif</font> and i have tooth pain, <font color=""red"">back aches</font>, more little things."
711483915,false,finalized,3,4/29/15 22:11,personal experience,1,is prescibed for,1,434,false,,,,,"i am now taking <font color=""blue"">plaquenil</font> (only started 3 weeks ago) and really hope this helps with the <font color=""red"">rashes</font> and pains."
